departure_city,destination_city,departure_airport,arrival_airport,destination_country_code,price,duration_minutes,flights_per_day,flights_per_week,first_flight,last_flight
Debrecen,London,DEB,LTN,GB,40,175,0-1 flights,3,10/29/2024,11/2/2026
Ibiza,London,IBZ,LTN,GB,40,140,0-1 flights,3,4/27/2018,4/9/2027
Split,London,SPU,LGW,GB,40,160,0-1 flights,2,3/28/2018,4/9/2027
Pristina,London,PRN,LTN,GB,40,195,0-1 flights,5,10/28/2018,10/31/2026
Nantes,London,NTE,LGW,GB,40,80,1-3 flights,13,0,4/9/2027
Prague,London,PRG,LTN,GB,40,130,0-1 flights,6,10/28/2018,4/8/2027
Ibiza,London,IBZ,STN,GB,40,150,0-3 flights,6,3/25/2018,4/9/2027
Inverness,London,INV,LGW,GB,40,100,2-3 flights,16,0,4/7/2027
Fuerteventura,London,FUE,LTN,GB,40,255,0-1 flights,6,12/17/2021,4/8/2027
Paris,London,CDG,LTN,GB,40,75,2-4 flights,20,0,4/9/2027
Cork,London,ORK,LGW,GB,40,90,1 flight,7,0,4/9/2027
Larnaca,London,LCA,LGW,GB,40,300,3-4 flights,27,4/4/2018,4/9/2027
Podgorica,London,TGD,LGW,GB,40,188,0-1 flights,4,3/26/2023,9/15/2026
Bordeaux,London,BOD,LGW,GB,40,100,1-3 flights,15,4/15/2022,4/9/2027
Bourgas,London,BOJ,LTN,GB,40,225,0-2 flights,6,10/30/2018,11/2/2026
Perugia,London,PEG,STN,GB,40,145,1 flight,7,10/31/2024,4/9/2027
Paphos,London,PFO,LTN,GB,40,300,0-1 flights,5,0,4/9/2027
Alicante,London,ALC,LGW,GB,40,160,6-9 flights,47,7/31/2020,4/9/2027
Antalya,London,AYT,LTN,GB,40,280,1-2 flights,9,3/28/2018,4/6/2027
Geneva,London,GVA,LTN,GB,40,105,0-1 flights,5,2/14/2026,4/9/2027
Valencia,London,VLC,LGW,GB,40,150,2-3 flights,19,5/1/2020,4/9/2027
Glasgow,London,GLA,LTN,GB,40,70,2-3 flights,18,4/27/2018,4/9/2027
Zagreb,London,ZAG,STN,GB,40,150,1-2 flights,10,10/30/2024,4/9/2027
Mulhouse,London,BSL,STN,GB,40,100,0-1 flights,3,12/16/2023,11/3/2026
Gran Canaria,London,LPA,LGW,GB,40,250,1-2 flights,11,10/25/2019,4/9/2027
Bucharest,London,OTP,LTN,GB,40,215,4-5 flights,31,12/17/2021,11/6/2026
Bilbao,London,BIO,LGW,GB,40,115,2-3 flights,18,3/31/2019,4/9/2027
Malta,London,MLA,LTN,GB,40,200,0-2 flights,6,12/4/2024,11/6/2026
Edinburgh,London,EDI,LGW,GB,40,95,4-5 flights,30,8/1/2020,4/9/2027
Belfast,London,BHD,LTN,GB,40,70,0-1 flights,4,0,4/8/2027
Belfast,London,BFS,LTN,GB,40,70,2-3 flights,17,0,4/9/2027
Munster,London,FMO,STN,GB,40,70,0-1 flights,3,3/30/2025,10/15/2026
Jersey,London,JER,LGW,GB,40,65,4-6 flights,37,5/23/2024,4/9/2027
Aberdeen,London,ABZ,LTN,GB,40,85,0-1 flights,6,0,4/9/2027
Thessaloniki,London,SKG,STN,GB,40,205,0-2 flights,7,5/5/2018,11/6/2026
Catania,London,CTA,LGW,GB,40,200,0-2 flights,6,3/25/2018,4/9/2027
Stockholm,London,ARN,LGW,GB,40,155,1-6 flights,29,3/25/2018,4/9/2027
Venice,London,VCE,LTN,GB,40,135,1 flight,1,3/3/2022,10/15/2026
Prague,London,PRG,STN,GB,40,115,1-3 flights,16,3/28/2021,4/9/2027
Pisa,London,PSA,LGW,GB,40,135,2-3 flights,16,3/25/2018,4/9/2027
Antalya,London,AYT,LGW,GB,40,285,3-6 flights,31,3/28/2018,4/9/2027
Torino,London,TRN,LGW,GB,40,115,0-1 flights,5,12/7/2018,4/8/2027
Torino,London,TRN,LTN,GB,40,125,0-1 flights,1,12/15/2018,11/6/2026
Vilnius,London,VNO,STN,GB,40,160,0-1 flights,6,10/30/2024,11/6/2026
Jersey,London,JER,LTN,GB,40,65,0-1 flights,6,3/25/2018,4/9/2027
Gran Canaria,London,LPA,LTN,GB,40,260,0-3 flights,9,3/26/2018,4/9/2027
Alicante,London,ALC,STN,GB,40,160,3-5 flights,27,4/9/2018,4/9/2027
Zadar,London,ZAD,STN,GB,40,145,0-1 flights,2,3/27/2018,4/8/2027
Menorca,London,MAH,STN,GB,40,150,0-2 flights,7,5/4/2018,10/15/2026
Malta,London,MLA,STN,GB,40,210,1-2 flights,10,3/31/2018,4/9/2027
Sevilla,London,SVQ,LTN,GB,40,163,0-1 flights,4,11/9/2019,11/5/2026
Preveza,London,PVK,STN,GB,50,205,0-1 flights,1,5/19/2019,10/15/2026
Tenerife,London,TFS,STN,GB,50,260,3-4 flights,26,12/19/2017,4/9/2027
Dublin,London,DUB,LHR,GB,50,85,16-18 flights,122,0,4/9/2027
Berlin,London,BER,LTN,GB,50,120,0-1 flights,5,10/25/2020,4/9/2027
Berlin,London,BER,LGW,GB,50,120,1-3 flights,17,10/25/2020,4/9/2027
Reus,London,REU,LTN,GB,50,133,0-1 flights,3,3/27/2018,4/9/2027
Salerno,London,QSR,STN,GB,50,175,0-1 flights,1,8/4/2024,10/15/2026
Linz,London,LNZ,STN,GB,50,120,0-1 flights,2,10/28/2024,11/5/2026
Arrecife,London,ACE,STN,GB,50,245,2-4 flights,19,9/17/2018,4/9/2027
Glasgow,London,GLA,STN,GB,50,80,1-2 flights,13,3/25/2018,4/9/2027
Innsbruck,London,INN,LTN,GB,50,125,0-1 flights,1,9/3/2018,11/3/2026
Paris,London,ORY,LGW,GB,50,70,2 flights,14,0,4/9/2027
Zurich,London,ZRH,LGW,GB,50,105,2-3 flights,16,2/10/2018,4/9/2027
Lisbon,London,LIS,LGW,GB,50,160,4-5 flights,33,9/1/2020,4/9/2027
Kaunas,London,KUN,STN,GB,50,165,0-1 flights,6,10/28/2024,11/6/2026
Keffallinia,London,EFL,STN,GB,50,210,0-1 flights,2,3/26/2018,10/11/2026
Barcelona,London,BCN,LHR,GB,50,145,9-10 flights,67,10/25/2020,4/9/2027
Bordeaux,London,BOD,LTN,GB,50,100,0-1 flights,2,12/16/2021,4/8/2027
Bari,London,BRI,STN,GB,50,180,1-2 flights,9,11/2/2024,4/9/2027
Riga,London,RIX,LGW,GB,50,170,1-3 flights,15,3/30/2025,11/1/2026
Cagliari,London,CAG,STN,GB,50,165,0-1 flights,5,3/28/2021,11/5/2026
Istanbul,London,IST,LTN,GB,50,250,1-2 flights,9,0,4/2/2027
Mulhouse,London,BSL,LTN,GB,50,100,0-1 flights,4,11/7/2024,11/6/2026
Montpellier,London,MPL,LGW,GB,50,115,0-1 flights,6,5/27/2023,4/8/2027
Sofia,London,SOF,LGW,GB,50,215,0-1 flights,1,6/1/2020,11/6/2026
Tromso,London,TOS,LTN,GB,50,235,0-1 flights,4,12/14/2018,11/5/2026
Innsbruck,London,INN,LGW,GB,50,115,0-1 flights,2,3/16/2018,4/9/2027
Murcia,London,RMU,STN,GB,50,165,0-1 flights,4,5/1/2020,4/9/2027
Brindisi,London,BDS,STN,GB,50,180,0-1 flights,3,10/27/2024,11/5/2026
Split,London,SPU,LTN,GB,50,165,0-1 flights,2,4/22/2018,4/9/2027
Strasbourg,London,SXB,LGW,GB,50,100,0-1 flights,2,11/9/2023,11/5/2026
Paris,London,CDG,LGW,GB,50,70,3-5 flights,29,3/27/2022,4/9/2027
Glasgow,London,GLA,LGW,GB,50,95,3-5 flights,31,8/1/2020,4/9/2027
Istanbul,London,IST,LGW,GB,50,245,8-11 flights,67,0,11/6/2026
Palermo,London,PMO,STN,GB,50,190,1-2 flights,8,0,4/9/2027
Varna,London,VAR,LGW,GB,50,220,0-1 flights,5,6/5/2018,7/15/2026
Sevilla,London,SVQ,LGW,GB,50,165,3-5 flights,28,3/29/2022,4/9/2027
Bucharest,London,OTP,LHR,GB,50,210,1-3 flights,14,0,4/9/2027
Oslo,London,OSL,LGW,GB,50,145,2-5 flights,25,9/14/2019,4/9/2027
Toulouse,London,TLS,LGW,GB,50,115,0-1 flights,2,10/15/2024,4/8/2027
Mulhouse,London,BSL,LGW,GB,50,100,2 flights,14,0,4/9/2027
Sevilla,London,SVQ,STN,GB,50,165,1-2 flights,10,4/1/2025,4/8/2027
Ljubljana,London,LJU,LGW,GB,50,145,0-1 flights,5,0,4/8/2027
Alghero,London,AHO,STN,GB,50,155,0-1 flights,1,3/27/2018,10/15/2026
Zurich,London,ZRH,LTN,GB,50,110,0-1 flights,4,0,4/8/2027
Milan,London,LIN,LGW,GB,50,115,1-3 flights,13,6/15/2019,4/4/2027
Madrid,London,MAD,LGW,GB,50,145,5-6 flights,41,3/27/2022,12/31/2029
Tenerife,London,TFS,LGW,GB,50,255,3-5 flights,27,9/1/2020,4/9/2027
Almeria,London,LEI,STN,GB,50,165,0-1 flights,2,3/26/2018,10/15/2026
Pisa,London,PSA,LTN,GB,50,140,0-1 flights,4,9/13/2019,4/8/2027
Aviles,London,OVD,LGW,GB,50,110,0-1 flights,5,7/31/2020,4/9/2027
Athens,London,ATH,LTN,GB,50,240,1-3 flights,12,4/29/2018,11/2/2026
Chania,London,CHQ,STN,GB,50,250,0-1 flights,2,3/26/2018,10/15/2026
Menorca,London,MAH,LTN,GB,50,155,0-1 flights,4,4/24/2018,4/9/2027
Skopje,London,SKP,LTN,GB,50,210,0-1 flights,3,0,10/31/2026
Jerez,London,XRY,STN,GB,50,175,0-1 flights,1,3/28/2022,9/15/2026
Hamburg,London,HAM,LGW,GB,50,100,0-1 flights,6,0,4/8/2027
Malta,London,MLA,LGW,GB,50,200,4-5 flights,29,4/5/2018,4/9/2027
Munich,London,MUC,LGW,GB,60,125,1-3 flights,13,0,4/9/2027
Amsterdam,London,AMS,LTN,GB,60,70,2-5 flights,26,0,4/9/2027
Belfast,London,BHD,LGW,GB,60,85,2-3 flights,19,0,4/8/2027
Keflavik,London,KEF,LGW,GB,60,190,1-2 flights,9,10/30/2018,4/3/2027
Paphos,London,PFO,LGW,GB,60,300,3-4 flights,23,3/27/2018,4/9/2027
Bari,London,BRI,LGW,GB,60,180,0-1 flights,3,3/26/2018,4/9/2027
Paris,London,ORY,LHR,GB,60,90,1 flight,7,4/7/2024,4/9/2027
Rennes,London,RNS,LGW,GB,60,65,0-1 flights,4,0,4/8/2027
Aberdeen,London,ABZ,LGW,GB,60,100,2 flights,14,0,4/4/2027
Funchal,London,FNC,STN,GB,60,225,0-2 flights,7,3/29/2022,11/4/2026
Funchal,London,FNC,LGW,GB,60,240,2-3 flights,18,10/27/2024,4/9/2027
Amsterdam,London,AMS,LGW,GB,60,75,3-6 flights,36,8/1/2020,4/9/2027
Murcia,London,RMU,LTN,GB,60,165,0-1 flights,2,3/27/2022,4/9/2027
Glasgow,London,GLA,LHR,GB,60,95,9-13 flights,75,0,4/9/2027
Kerkyra/corfu,London,CFU,STN,GB,60,200,0-1 flights,1,3/25/2018,10/15/2026
Porto,London,OPO,LGW,GB,60,140,3-4 flights,23,8/1/2020,4/9/2027
Luxemburg,London,LUX,LCY,GB,60,80,2-5 flights,30,0,4/11/2027
Santiago,London,SCQ,LHR,GB,60,125,0-1 flights,6,3/30/2025,7/15/2026
Dalaman,London,DLM,STN,GB,60,255,1-4 flights,15,3/26/2018,9/15/2026
Mykonos,London,JMK,LGW,GB,70,245,1 flight,7,3/31/2018,4/9/2027
Oslo,London,OSL,LHR,GB,70,150,4-8 flights,50,12/31/2019,4/9/2027
Rovaniemi,London,RVN,STN,GB,70,210,1 flight,7,10/30/2022,11/5/2026
Aberdeen,London,ABZ,LHR,GB,70,100,3-8 flights,43,0,4/9/2027
Bergen,London,BGO,LGW,GB,70,125,1-3 flights,15,0,4/9/2027
Menorca,London,MAH,LGW,GB,70,145,2-4 flights,20,2/6/2018,4/9/2027
Rhodos,London,RHO,STN,GB,70,255,1-2 flights,13,3/27/2018,4/9/2027
Billund,London,BLL,LHR,GB,70,110,1-2 flights,12,3/27/2022,4/9/2027
Brest,London,BES,LGW,GB,70,65,0-2 flights,4,11/7/2024,10/15/2026
Amsterdam,London,AMS,STN,GB,70,65,1-2 flights,10,0,4/9/2027
Rijeka,London,RJK,LGW,GB,70,195,0-1 flights,1,3/28/2023,9/15/2026
Hamburg,London,HAM,LHR,GB,70,105,4-8 flights,44,0,4/9/2027
Biarritz-bayonne,London,BIQ,LGW,GB,70,110,0-1 flights,2,5/26/2018,4/9/2027
Almeria,London,LEI,LGW,GB,70,170,0-1 flights,4,5/5/2018,4/9/2027
Newcastle,London,NCL,LHR,GB,70,85,3-6 flights,34,0,4/9/2027
Prague,London,PRG,LHR,GB,70,135,4-5 flights,33,10/25/2020,4/9/2027
Kerkyra/corfu,London,CFU,LTN,GB,70,205,0-1 flights,1,3/29/2018,4/9/2027
Thira,London,JTR,STN,GB,70,245,0-1 flights,2,5/5/2020,10/15/2026
Split,London,SPU,STN,GB,70,160,0-1 flights,2,4/22/2018,10/15/2026
Madrid,London,MAD,LTN,GB,70,145,0-1 flights,4,10/31/2022,11/5/2026
Palermo,London,PMO,LGW,GB,70,185,0-1 flights,3,12/14/2019,4/9/2027
Pula,London,PUY,LTN,GB,70,140,0-1 flights,2,4/28/2020,9/19/2026
Nice,London,NCE,LHR,GB,70,135,7-10 flights,57,7/9/2022,4/9/2027
Murcia,London,RMU,LGW,GB,70,165,0-1 flights,5,1/18/2019,4/9/2027
Luxemburg,London,LUX,LHR,GB,70,90,1-2 flights,12,0,4/8/2027
Stavanger,London,SVG,LGW,GB,70,110,0-1 flights,4,11/2/2019,4/4/2027
Wroclaw,London,WRO,LGW,GB,70,145,0-1 flights,4,6/17/2025,7/15/2026
Thessaloniki,London,SKG,LGW,GB,70,215,2-3 flights,16,3/26/2018,4/9/2027
Rome,London,FCO,STN,GB,70,160,0-1 flights,4,2/3/2018,10/15/2026
Olbia,London,OLB,LGW,GB,70,145,0-1 flights,2,6/2/2018,4/8/2027
Bologna,London,BLQ,LHR,GB,80,150,2-3 flights,19,0,4/9/2027
Inverness,London,INV,LHR,GB,80,100,2 flights,14,0,4/9/2027
Bilbao,London,BIO,LHR,GB,80,113,1 flight,7,3/30/2025,7/15/2026
Vienna,London,VIE,LHR,GB,80,150,7-9 flights,59,0,4/9/2027
Funchal,London,FNC,LTN,GB,80,225,0-2 flights,3,4/7/2025,9/15/2026
Dalaman,London,DLM,LGW,GB,80,260,6-9 flights,48,3/25/2018,4/9/2027
Salerno,London,QSR,LGW,GB,80,170,0-2 flights,4,7/13/2024,10/15/2026
Dublin,London,DUB,LCY,GB,80,90,1-7 flights,38,10/28/2018,4/9/2027
Stockholm,London,ARN,LHR,GB,80,165,6-12 flights,69,0,4/9/2027
Gothenborg,London,GOT,LGW,GB,80,130,0-1 flights,3,3/25/2018,10/15/2026
Heraklion,London,HER,LGW,GB,80,250,3-5 flights,31,3/25/2018,4/9/2027
Friedrichshafen,London,FDH,LGW,GB,80,105,0-1 flights,1,3/17/2018,11/6/2026
Pula,London,PUY,LGW,GB,80,140,0-1 flights,2,4/28/2018,9/19/2026
Milan,London,LIN,LHR,GB,80,125,6-7 flights,46,6/15/2019,4/9/2027
Paris,London,CDG,LHR,GB,80,80,13-15 flights,99,0,4/9/2027
Pisa,London,PSA,LHR,GB,80,145,2 flights,14,0,4/9/2027
Manchester,London,MAN,LHR,GB,80,70,5-9 flights,46,3/29/2021,4/9/2027
Kerkyra/corfu,London,CFU,LGW,GB,80,205,0-1 flights,6,3/25/2018,4/9/2027
Dalaman,London,DLM,LTN,GB,80,265,1-2 flights,11,3/25/2018,4/8/2027
Venice,London,VCE,LHR,GB,80,150,4-5 flights,31,0,4/9/2027
Zakynthos,London,ZTH,LGW,GB,80,220,0-2 flights,10,3/25/2018,4/9/2027
Edinburgh,London,EDI,LHR,GB,80,95,10-12 flights,75,10/25/2020,4/9/2027
Olbia,London,OLB,LTN,GB,80,150,0-1 flights,2,4/24/2018,4/9/2027
Rhodos,London,RHO,LTN,GB,80,265,1-2 flights,8,4/25/2018,4/9/2027
Warsaw,London,WAW,LHR,GB,80,175,5-6 flights,40,0,4/9/2027
Gothenborg,London,GOT,LHR,GB,80,130,1-2 flights,12,0,4/9/2027
Izmir,London,ADB,LTN,GB,80,250,0-1 flights,1,5/26/2018,4/9/2027
Jersey,London,JER,LHR,GB,80,70,2-3 flights,20,0,4/9/2027
Belfast,London,BHD,LHR,GB,80,85,4-7 flights,42,10/3/2023,4/9/2027
Dubrovnik,London,DBV,LGW,GB,80,175,0-3 flights,13,4/7/2018,4/9/2027
Cagliari,London,CAG,LGW,GB,80,165,0-1 flights,3,4/26/2018,4/9/2027
Chania,London,CHQ,LTN,GB,80,255,0-1 flights,2,7/1/2022,4/6/2027
Bourgas,London,BOJ,LGW,GB,80,220,0-1 flights,2,5/19/2018,8/16/2026
Mulhouse,London,BSL,LHR,GB,80,105,2-4 flights,21,0,4/9/2027
Copenhagen,London,CPH,LHR,GB,80,130,6-11 flights,67,10/27/2019,4/9/2027
Keflavik,London,KEF,STN,GB,80,180,1 flight,7,4/25/2018,6/13/2026
Toulouse,London,TLS,LHR,GB,80,115,2-3 flights,18,0,4/9/2027
Milano,London,MXP,LHR,GB,80,125,2-3 flights,16,7/27/2019,4/9/2027
Madrid,London,MAD,LHR,GB,80,145,13-15 flights,101,3/28/2021,4/9/2027
Bodrum,London,BJV,STN,GB,80,250,0-1 flights,2,3/27/2018,10/15/2026
Sofia,London,SOF,LHR,GB,80,210,0-2 flights,8,0,4/9/2027
Preveza,London,PVK,LGW,GB,80,210,0-1 flights,4,4/29/2018,4/9/2027
Geneva,London,GVA,LHR,GB,80,110,10-13 flights,81,0,4/9/2027
Zurich,London,ZRH,LHR,GB,90,115,12-14 flights,92,10/28/2019,4/9/2027
Lyon,London,LYS,LHR,GB,90,105,1-4 flights,16,8/1/2020,4/9/2027
Naples,London,NAP,LHR,GB,90,170,0-1 flights,5,0,4/9/2027
Warsaw,London,WAW,LGW,GB,90,150,1 flight,7,10/31/2018,10/15/2026
Tromso,London,TOS,LHR,GB,90,245,0-1 flights,1,11/3/2024,4/26/2026
Belgrade,London,BEG,LHR,GB,90,180,1-2 flights,9,10/31/2023,11/5/2026
Bodrum,London,BJV,LTN,GB,90,255,0-1 flights,1,3/28/2018,4/9/2027
Helsinki,London,HEL,LGW,GB,90,188,0-1 flights,5,0,4/4/2027
Amsterdam,London,AMS,LHR,GB,90,80,13-18 flights,111,0,4/9/2027
Trondheim,London,TRD,LGW,GB,90,160,0-1 flights,4,9/1/2020,9/15/2026
Brussels,London,BRU,LHR,GB,90,75,6-8 flights,48,10/27/2019,4/9/2027
Istanbul,London,IST,STN,GB,90,245,0,0,3/18/2026,10/15/2026
Chisinau,London,RMO,LTN,GB,90,215,0-3 flights,10,0,11/5/2026
Nuernberg,London,NUE,LHR,GB,90,110,0-1 flights,2,11/28/2024,4/7/2026
Stuttgart,London,STR,LHR,GB,90,105,3-5 flights,32,8/1/2020,4/9/2027
Istanbul,London,SAW,STN,GB,90,245,7-9 flights,57,0,11/2/2026
Palermo,London,PMO,LTN,GB,90,180,0-1 flights,2,3/27/2018,4/9/2027
Bodrum,London,BJV,LGW,GB,90,255,0-2 flights,4,3/26/2018,4/9/2027
Marseille,London,MRS,LHR,GB,90,125,2-3 flights,15,0,4/9/2027
Shannon,London,SNN,LHR,GB,90,85,2-3 flights,20,0,11/6/2026
Helsinki,London,HEL,LHR,GB,90,190,5-7 flights,42,0,9/15/2026
Krakow,London,KRK,LHR,GB,90,155,0-1 flights,3,0,4/9/2027
Lisbon,London,LIS,LHR,GB,90,165,10-11 flights,73,0,4/9/2027
Malaga,London,AGP,LHR,GB,90,180,2 flights,14,0,4/9/2027
Valencia,London,VLC,LHR,GB,90,150,0-1 flights,6,3/31/2019,4/9/2027
Zurich,London,ZRH,STN,GB,90,115,0-1 flights,2,12/16/2023,11/6/2026
Edinburgh,London,EDI,LCY,GB,100,90,2-9 flights,46,0,4/8/2027
Berlin,London,BER,LHR,GB,100,125,5-8 flights,50,0,4/9/2027
Barcelona,London,BCN,LCY,GB,100,135,0-1 flights,4,6/19/2022,4/8/2027
Duesseldorf,London,DUS,LHR,GB,100,90,4-8 flights,47,0,4/9/2027
Tirana,London,TIA,LGW,GB,100,960,0-1 flights,1,5/1/2020,11/6/2025
Athens,London,ATH,LHR,GB,100,240,8-9 flights,62,0,4/9/2027
Bastia,London,BIA,LGW,GB,100,140,0-1 flights,2,4/29/2018,4/9/2027
Preveza,London,PVK,LTN,GB,100,205,1 flight,1,6/2/2022,10/15/2026
Geneva,London,GVA,LCY,GB,100,95,0-1 flights,4,9/13/2019,11/6/2026
Riga,London,RIX,LHR,GB,100,180,0-1 flights,4,10/29/2023,4/4/2027
Rome,London,FCO,LHR,GB,100,170,5-7 flights,43,0,4/9/2027
Rovaniemi,London,RVN,LGW,GB,100,230,0-1 flights,1,12/16/2017,11/5/2026
Glasgow,London,GLA,LCY,GB,100,90,2-6 flights,31,0,4/8/2027
Connaught,London,NOC,LHR,GB,100,88,1 flight,7,0,10/31/2026
Duesseldorf,London,DUS,LGW,GB,100,80,0-1 flights,4,2/9/2019,9/18/2026
Ibiza,London,IBZ,LCY,GB,100,155,1 flight,7,0,4/9/2027
Zagreb,London,ZAG,LHR,GB,100,140,0-2 flights,8,0,4/9/2027
Cork,London,ORK,LHR,GB,100,80,4 flights,28,0,11/6/2026
Cologne,London,CGN,LHR,GB,100,85,2-5 flights,30,10/30/2023,4/9/2027
Milan,London,LIN,LCY,GB,110,115,3-8 flights,49,6/15/2019,4/9/2027
Tallinn-ulemiste International,London,TLL,LGW,GB,110,180,0-1 flights,3,8/21/2022,11/2/2026
Antalya,London,AYT,STN,GB,110,275,2-5 flights,21,3/29/2018,10/15/2026
Nice,London,NCE,LCY,GB,110,120,1-2 flights,9,2/3/2018,4/9/2027
Munich,London,MUC,LHR,GB,110,130,11-15 flights,99,10/26/2025,4/9/2027
Rotterdam,London,RTM,STN,GB,110,55,0-1 flights,4,4/3/2025,10/15/2026
Palma de Mallorca,London,PMI,LHR,GB,110,155,0-1 flights,3,9/15/2018,4/9/2027
Heraklion,London,HER,LTN,GB,110,250,0-2 flights,4,3/26/2018,4/9/2027
Kos,London,KGS,LGW,GB,110,250,1-2 flights,9,4/14/2018,4/9/2027
Budapest,London,BUD,LHR,GB,110,165,3-5 flights,30,0,4/9/2027
Alesund,London,AES,LGW,GB,110,140,0-1 flights,2,4/11/2025,10/15/2026
Frankfurt,London,FRA,LHR,GB,110,110,14-17 flights,108,8/1/2020,4/9/2027
Salzburg,London,SZG,LHR,GB,110,125,0-1 flights,1,3/16/2018,11/6/2026
Zurich,London,ZRH,LCY,GB,110,100,2-7 flights,41,8/2/2020,4/4/2027
Bergen,London,BGO,STN,GB,110,120,0-1 flights,2,4/28/2025,5/4/2026
Keffallinia,London,EFL,LGW,GB,110,220,0-1 flights,2,3/27/2018,4/9/2027
Brindisi,London,BDS,LGW,GB,110,183,0-1 flights,2,5/19/2018,4/9/2027
Malta,London,MLA,LHR,GB,110,220,2 flights,14,0,10/15/2026
Tivat,London,TIV,LTN,GB,110,195,0-1 flights,2,4/1/2024,4/8/2027
Rhodos,London,RHO,LGW,GB,110,263,4-5 flights,30,3/28/2018,4/10/2027
Ljubljana,London,LJU,LHR,GB,120,140,0-1 flights,3,7/15/2019,4/8/2027
Bourgas,London,BOJ,STN,GB,120,220,0-1 flights,1,5/6/2019,9/15/2026
Zadar,London,ZAD,LGW,GB,120,150,0-1 flights,1,4/30/2019,8/18/2026
Belfast,London,BHD,LCY,GB,120,90,1-3 flights,17,10/29/2023,4/9/2027
Hannover,London,HAJ,LHR,GB,120,100,2 flights,14,0,4/9/2027
Izmir,London,ADB,STN,GB,120,245,1-3 flights,13,5/2/2019,10/15/2026
Berlin,London,BER,LCY,GB,120,110,2-4 flights,25,0,4/9/2027
Vilnius,London,VNO,LCY,GB,120,178,0-1 flights,5,5/1/2019,9/15/2026
Munich,London,MUC,STN,GB,120,120,0-1 flights,5,2/17/2018,2/21/2026
Thira,London,JTR,LGW,GB,120,250,0-1 flights,2,3/27/2018,4/9/2027
Tromso,London,TOS,LGW,GB,120,235,0-1 flights,1,3/16/2018,11/1/2026
Almeria,London,LEI,LTN,GB,120,160,0-1 flights,1,3/30/2025,9/16/2026
Palma de Mallorca,London,PMI,LCY,GB,120,150,0-1 flights,3,0,4/8/2027
Frankfurt,London,FRA,LCY,GB,130,95,0-6 flights,31,8/2/2020,4/6/2027
Izmir,London,ADB,LGW,GB,130,255,0-2 flights,5,3/31/2018,4/9/2027
Ibiza,London,IBZ,LHR,GB,130,150,0-1 flights,1,3/29/2018,4/9/2027
Rotterdam,London,RTM,LCY,GB,130,55,0-4 flights,18,8/2/2020,4/7/2027
Amsterdam,London,AMS,LCY,GB,130,65,4-15 flights,82,0,4/9/2027
Zakynthos,London,ZTH,LTN,GB,130,225,0-1 flights,3,5/2/2022,4/9/2027
Ankara,London,ESB,STN,GB,130,260,0-2 flights,8,10/25/2020,10/31/2026
Florence,London,FLR,LCY,GB,140,135,1-3 flights,14,3/25/2018,4/9/2027
Innsbruck,London,INN,LHR,GB,140,130,0-1 flights,1,9/14/2019,11/6/2026
Perugia,London,PEG,LHR,GB,140,145,0-1 flights,4,7/2/2020,4/9/2027
Florence,London,FLR,STN,GB,140,135,0-1 flights,1,5/5/2018,4/9/2027
Malaga,London,AGP,LCY,GB,140,175,0-3 flights,6,0,4/4/2027
Tirana,London,TIA,LHR,GB,140,205,0-1 flights,5,0,4/9/2027
Keflavik,London,KEF,LHR,GB,140,190,2-3 flights,20,0,4/7/2027
Rovaniemi,London,RVN,LTN,GB,140,220,0-1 flights,1,12/9/2023,3/28/2026
Kerkyra/corfu,London,CFU,LHR,GB,140,205,0-2 flights,4,5/5/2018,4/9/2027
Chisinau,London,RMO,STN,GB,140,195,0-2 flights,6,4/30/2024,10/31/2026
Tivat,London,TIV,LGW,GB,150,180,0-1 flights,3,3/26/2018,4/7/2027
Istanbul,London,IST,LHR,GB,150,245,11-15 flights,89,0,4/9/2027
Bergerac,London,EGC,LCY,GB,150,95,0-1 flights,5,5/4/2018,9/7/2026
Olbia,London,OLB,STN,GB,150,150,0-1 flights,1,5/1/2022,10/15/2026
Istanbul,London,SAW,LHR,GB,150,245,0-1 flights,3,0,4/9/2027
Olbia,London,OLB,LHR,GB,150,145,0-1 flights,1,5/14/2018,4/9/2027
Faro,London,FAO,LHR,GB,150,170,0-1 flights,3,3/25/2018,4/9/2027
Split,London,SPU,LHR,GB,150,160,0-1 flights,1,3/31/2018,4/9/2027
Dubrovnik,London,DBV,LHR,GB,150,175,0-2 flights,4,3/27/2022,4/9/2027
Billund,London,BLL,LGW,GB,160,105,0-1 flights,5,6/30/2025,10/15/2026
Mykonos,London,JMK,LHR,GB,160,240,0-1 flights,3,5/13/2018,4/9/2027
Rome,London,FCO,LCY,GB,160,155,1-2 flights,12,3/15/2018,4/4/2027
Larnaca,London,LCA,LHR,GB,160,305,3-4 flights,26,2/1/2022,4/9/2027
Brindisi,London,BDS,LHR,GB,160,185,0-1 flights,2,5/26/2018,4/9/2027
Thessaloniki,London,SKG,LHR,GB,170,215,0-2 flights,3,3/27/2022,4/9/2027
Mytilini,London,MJT,STN,GB,170,230,0-1 flights,1,5/7/2020,10/11/2026
Kos,London,KGS,STN,GB,170,250,0-1 flights,4,5/3/2018,10/15/2026
Heraklion,London,HER,STN,GB,180,250,1 flight,7,5/4/2018,10/15/2026
Preveza,London,PVK,LHR,GB,180,215,0-1 flights,1,5/25/2019,4/9/2027
Gerona,London,GRO,LTN,GB,180,140,0-1 flights,1,3/26/2018,10/15/2026
